abatement,cod_plausible,construction,cost_usd,deep_scan,focus,ia,inr,news,pins,project,status,turns,violations
False,False,False,0.8275318500000001,True,"Locate Triada substation coordinates via ETT/ERCOT transmission maps to anchor imagery search | FAA OE/AAA obstruction filings for Webb County — Apex projects typically file early, may yield turbine coordinates",False,27INR0536,True,0,Siete Wind,ok,38,
False,True,False,1.1862735,True,PUCT Interchange IA search — portal was 402-blocked during triage; IA status is the highest-value unknown | CDSE imagery with valid credentials — center chips at lon -100.91 around Morgan Creek substation unimaged; BESS pads are compact and easy to miss on eastern-edge chips,False,26INR0387,False,0,Zeus Spade BESS,ok,55,
False,True,False,1.02872925,True,TCEQ NSR air permit — mandatory for 445 MW gas turbine; search TCEQ Air Permits database for NRG Greens Bayou 6 or permit no. — no permit found in triage (CAPTCHA blocked) | PUCT TEF docket — '(TEF-Due Diligence)' in name signals active TEF loan application; retrieve docket via authenticated PUCT Interchange session for due-diligence status and milestones,True,24INR0410,True,1,NRG Greens Bayou 6 (TEF-Due Diligence),ok,46,
False,True,False,0.85804275,True,"PUCT docket 59182 (IA + milestone schedule) — portal was blocked (402), need direct access to extract milestone schedule and confirm parties/TEF context | TCEQ NSR air permit search for 'Permian Power I LLC' or 'Vast Sands Power I' — mandatory for gas; no permit = strong paper-project evidence",True,28INR0105,False,0,Vast Sands Power I (TEF -Due Diligence),ok,37,
False,True,False,0.36035039999999996,True,"IA signed 2025-04-23 — fetch IA PDF from PUCT Interchange (portal blocked at triage); extract POI, parties, and milestone schedule | FIS not approved despite IA signed — unusual ordering; confirm study status and any outstanding conditions",True,26INR0290,False,0,Cold Creek Solar 2,ok,20,
False,True,False,1.0815605999999998,False,PUCT Interchange: portal was 402-blocked this session — retry manually for IA filing under 'Windecker Energy' or docket search by POI name '10058 Catclaw Switch' | FAA OE/AAA database: search for obstruction filings by Windecker Energy LLC in Upton County — turbine coords would pin the site precisely,False,28INR0057,False,0,Windecker,ok,49,
False,True,False,0.9163544999999998,True,"IA PDF not downloadable (PUCT docket 35077, all requests 402) — retrieve parties page and milestone-schedule exhibit to confirm COD commitment date and any CEII redactions | Parent developer unknown — no corporate registration found; check TX SOS for Gamay Energy Storage LLC managing members to identify sponsor",True,26INR0417,False,0,GAMAY ENERGY STORAGE,ok,41,
False,True,False,0.9705579000000001,True,Locate Amos Creek 345kV substation coordinates (LCRA TSC / ERCOT maps) to enable imagery scan — this is the critical missing piece | Retrieve IA PDF from PUCT Interchange (PUCT was 402-blocked during triage; search control number referenced as 35077 or by 'Duck Creek Storage'/'Duck Creek Solar'),True,26INR0357,False,0,Operation Sunshine Storage,ok,42,
False,True,False,0.8990946000000002,True,Locate Robbins Switch 138kV substation exact coords (ERCOT transmission map / OpenInfraMap) — current site candidate is approximate | PUCT Interchange IA filing (portal was 402-blocked): retrieve parties/POI page and milestone-schedule exhibit for Castle Storage LLC,True,25INR0557,False,0,McCamey's Castle Battery,ok,40,
False,True,False,1.0192139999999998,False,PUCT Interchange IA search (portal blocked during triage — check manually for FilingParty '18-BRAVO BESS') | Identify developer/owner — name not surfaced anywhere; TX SOS entity search for '18-BRAVO BESS LLC',False,28INR0327,False,0,18-BRAVO BESS,ok,43,
False,True,False,0.9032106000000002,True,Retrieve PUCT IA filing (ERCOT records iaSigned=2025-02-18) — PUCT Interchange was 402-blocked during triage; IA PDF holds POI coordinates + milestone schedule | Identify developer/sponsor — zero public web presence; try TX SOS entity search for 'Big Rooter West Solar LLC' to get registered agent and parent company,True,26INR0431,False,0,Big Rooter West Solar,ok,37,
False,False,False,1.2147502499999998,False,"Verify PUCT Interchange manually (402-blocked during triage) for any IA or amendment filings under 'Merope BESS' or 'Corn Trail' | Configure CDSE credentials and run imagery at 31.898, -98.614 (2-km buffer) to check for grading or container rows near Corn Trail substation",False,24INR0157,False,0,Merope BESS,ok,49,
False,True,False,0.87429135,True,"IA exists (signed 2024-06-15) but PUCT Interchange 402-blocked during triage — pull IA PDF for parties, POI page, and milestone schedule exhibit | Imagery at Meadow 345kV substation (29.4603, -95.2580) once CDSE credentials configured — check for cleared/graded land or container rows adjacent to substation",True,25INR0425,False,0,Aldrin 345 BESS,ok,38,
False,False,False,0.9419122499999998,False,Verify developer identity — aggregator named 'Aurora Solar LLC' but unconfirmed; check TX SOS entity search and ERCOT contact sheet | PUCT Interchange blocked (402) — retry from authenticated session to confirm IA absence,False,25INR0057,False,0,Sombrero Solar,ok,45,
False,True,False,0.9920930999999998,True,"PUCT CN 35077: retrieve IA PDF (portal was 402-blocked during triage) — extract milestone schedule and CEII status; check for amendments listing IP Quantum III as successor | Identify IP Quantum III LLC parent/sponsor: Texas SOS search, any press or PPA disclosure",True,24INR0058,False,0,Briggs Storage,ok,45,
False,True,False,0.9265834500000001,True,"PUCT Interchange was 402-blocked during triage — search FilingParty='Three Canes Solar' and Description contains 'Three Canes' to find IA and any milestone-schedule exhibits | Geolocate Navarro substation (node 68091) on the Big Brown–Navarro 345kV circuit to establish a site candidate, then run imagery",False,26INR0543,False,0,Three Canes Solar,ok,38,
False,True,False,0.9165925499999998,True,"Retrieve IA from PUCT Interchange (ETT filing, search 'Briggs Solar' or 'IP Quantum III') — T4 blocked by 402, IA confirmed to exist | Identify IP Quantum III, LLC parent/developer — unknown, no results surfaced; TX SOS search or FERC e-library",True,23INR0059,True,0,Briggs Solar,ok,35,
False,True,False,0.8368911,False,"PUCT Interchange: search for IA filing when portal access restored — no IA signed yet, worth monitoring | Imagery: retry 2025/2024 baseline chips (403 this pass) and try clear-sky date window to confirm no site activity",False,28INR0328,False,0,18-ALPHA BESS,ok,41,
False,True,False,1.0855730999999997,False,IA search: PUCT Interchange was 402-blocked this run — retry from browser; FilingParty='Gilleys Energy Storage LLC' | Developer ID: no LLC registration or press release found — Texas SOS entity search for 'Gilleys Energy Storage',False,25INR0656,False,0,Gilleys Energy Storage,ok,44,
False,True,False,0.9652215,True,"Retrieve IA PDF from PUCT Interchange (filingParty='O'Bannion Energy Storage' or 25INR0657) — IA signed 2025-12-05, milestone schedule and POI confirmation needed | Locate 'Long Hollow Switch 345 kV' coordinates via ERCOT Network Operations Model or Oncor transmission GIS — required to enable imagery pass",False,25INR0657,False,0,O'Bannion Energy Storage,ok,38,
False,True,False,1.3199109000000002,True,"IA exists (signed 2024-06-20) but PUCT Interchange blocked during triage — retrieve IA PDF for parties, POI page, and milestone-schedule exhibit | FIS approved is blank despite FIS requested 2022 — clarify whether FIS is still pending or waived; this is the main schedule risk",True,25INR0046,False,0,Blue Skies BESS,ok,48,
False,True,False,0.78396975,False,Fix CDSE credentials (401) then re-run imagery at Big Brown area to check for site prep or panel installation | Developer identity: 100 Brickstone Square Suite 300 Andover MA — confirm parent company (Eversource? Sunrun? other?),False,27INR0186,False,0,Silver Dollar Solar,ok,34,
False,True,False,0.70355175,False,PUCT Interchange inaccessible — check manually for any IA or FIS filings under 'Whitewright Solar 2' or 'SunWR' | Developer SunWR LLC is new with no commissioned projects — TX SOS lookup to verify entity and identify principals,False,26INR0300,False,0,Whitewright Solar 2,ok,32,
False,False,False,,False,PUCT Interchange blocked (402) — try browser session for IA search under 'Horseshoe Bend Solar' or 'Clenera' | gmaps rate-limited — retry places search for site pin in Brown County,False,19INR0075,True,0,Horseshoe Bend Solar,ok,,
False,True,False,0.54805875,True,Retrieve IA PDF from PUCT Docket 35077 (doc 35077_2136_1499463.PDF) — extract milestone schedule exhibit to validate 2028 COD and check for NTP/construction-start commitment date | Confirm Ogallala 345 kV substation exact coordinates via Oncor transmission maps or OpenStreetMap power infrastructure — current imagery was run at estimated coords with low confidence,True,25INR0460,False,0,Acker BESS,ok,28,
False,False,False,0.8614162500000002,False,"Locate Downie 138kV substation coordinates to enable imagery — search PUC Texas substation locational data or AEP Texas GIS | Resolve developer/LLC behind Photo Solar 2 — Texas SOS entity search, PUCT Interchange once portal accessible",False,25INR0195,False,0,Photo Solar 2,ok,41,
False,True,False,1.0262429999999998,True,"Retrieve PUCT Interchange IA filing (authenticated session required) — extract parties/developer, POI exhibit, and milestone schedule | Geolocate Alazan substation (bus 8515) to establish 138kV tap corridor in Kleberg County — enables site candidate and imagery pass",False,26INR0143,False,0,Santa Garcias Solar,ok,40,
False,True,False,1.0584912,True,"IA signed 2025-10-30 but PUCT Interchange not accessible — retrieve IA PDF to confirm parties, POI coords, and milestone schedule | No pin found — identify actual plant parcel via IA exhibit or Kaufman County permit records",True,24INR0339,False,0,Mystic Springs Renewable Energy Solar SLF,ok,41,
False,True,False,1.22567565,False,"Locate Howard Substation (138 kV, Bus# 5230, NMMS S1) coordinates via ERCOT transmission maps or CPS Energy filings — needed to enable imagery | PUCT Interchange: search FilingParty='Horsepower BESS' directly in browser session — portal returned 402 from script",False,28INR0390,False,0,Horsepower BESS,ok,47,
False,True,False,1.4441151000000003,False,Verify FIS approval in next queue snapshot — project stalled at FIS requested since Nov 2024 | TX SOS entity search for 'Bell County Morgan Storage LLC' to surface developer/sponsor,False,26INR0615,False,0,Bell County Morgan Storage,ok,65,
False,False,False,0.8675295,False,"Confirm FIS approval status — if FIS clears in late 2026, project trajectory changes materially | Verify exact substation coordinates for OGALLALA_5 (current site candidate is low-confidence; a confirmed pin could reveal a cleared pad not centered on the town)",False,27INR0143,False,0,Ogalalla Storage,ok,42,
False,True,False,0.792594,False,Locate Tiempo 345 kV Substation #80224 coordinates (ERCOT transmission shapefile or AEP Texas maps) to enable imagery | PUCT Interchange search via authenticated session for IA filing once project advances,False,28INR0503,False,0,Rancho Grande Solar,ok,34,
False,True,False,0.9801306,False,"PUCT Interchange: retry FilingParty/Description search for IA once portal access restored — project has no IA yet, any filing would be the key development signal | Imagery: re-chip on a cloud-free date (try Nov–Feb dry season) to confirm whether BESS pad has appeared adjacent to Bailey substation",False,28INR0030,False,0,Brela BESS LLC,ok,45,
False,False,False,0.8268949500000002,False,Verify 'suspended' status claim from interconnection.fyi — check ERCOT GIS portal directly for current ginrStudyPhase | Confirm developer identity: Oyster Creek LLC parent company / any corporate relationship worth tracking,False,23INR0376,False,0,Cascade Storage,ok,39,
False,True,False,0.8858266499999999,True,"IA signed 2025-12-18 — retrieve IA PDF from PUCT Interchange (portal blocked via WebFetch; needs authenticated session) to confirm POI, schedule exhibit, and milestone dates | FIS not yet approved despite IA signed — unusual sequencing; verify whether FIS is pending or waived; check ERCOT GIS queue for ginrStudyPhase",True,24INR0117,False,0,Utley Solar,ok,40,
False,True,False,1.1306230499999999,True,PUCT Interchange portal blocked (402) — retrieve IA filing manually to get milestone schedule and POI parcel info | Pin the actual site parcel — POI 'Sea way Teague - 3394 Jewett' suggests a tap point; identify the 138 kV line corridor to narrow the site,False,26INR0098,False,0,Douie Solar,ok,45,
True,True,False,1.0833017999999999,True,"Imagery: run 3x3 grid around STP/Refuge substation (~28.80N, -96.05W, buffer-km 2) — site not yet observed | PUCT IA search: portal was 402-blocked during triage; retry with direct filing number search or ERCOT GIS interconnection documents",False,23INR0466,True,0,Shoshana Storage ,ok,48,
False,True,False,0.98436375,False,Locate Divide Switchyard (ERCOT node 76090) precise coordinates via ERCOT transmission map or OpenInfraMap — enables imagery | PUCT Interchange browser search: FilingParty='Coke BESS' and Description contains '28INR0155' — IA may exist and be the first real signal,False,28INR0155,False,0,Coke BESS,ok,40,
False,True,False,1.1018128499999997,True,"PUCT Interchange IA PDF — signed 2025-06-03, not retrieved (portal blocked); extract POI page, milestone schedule, and CEII status | Imagery center chips — CDSE auth recovered needed for 32.43,-96.97 chips to confirm/deny BESS pad at Venus substation",True,24INR0178,False,0,Cumulus Grid BESS,ok,52,
False,False,False,0.8360641499999998,False,Confirm ownership chain: Castleman Power → Advanced Power → Ocis Intelligent Energy — verify whether Ocis has reactivated the project or if it is dormant | PUCT Interchange was 402-blocked — retry authenticated to confirm IA truly absent vs. not retrievable,False,22INR0541,False,0,ALWEST BESS,ok,37,
False,False,False,0.9724656000000002,False,"Monitor FIS approval — when granted, IA filing will follow and is the real go/no-go trigger | Sibling project 27INR0400 (Reforzar Bess 1) shares same POI; check if one is further along and could signal site activity",False,27INR0401,False,0,Reforzar Bess 2,ok,42,
False,False,False,0.9503726999999997,False,Verify Reforzar 345 kV substation GPS coords via PUCT transmission line docket (Cruce-Reforzar line) — needed before imagery | Check TX SOS / SOSDATA for 'Reforzar BESS 1 LLC' registration and any parent/affiliate entities behind Tempus Power Management,False,27INR0400,False,0,Reforzar BESS 1,ok,44,
False,True,False,0.9369925499999999,True,PUCT docket 35077 milestone schedule — IA PDF blocked at triage (402); fetch parties/POI page and milestone exhibit directly | CDSE credentials need refresh — imagery around 29.4627N 95.6602W (W.A. Parish 345kV) should show BESS pad if construction started,True,26INR0525,True,0,Bypass BESS II,ok,45,
False,False,False,0.8924884499999999,False,Resolve Bulldog substation (#23833) coordinates via ERCOT network model files or AEP/Oncor GIS to enable imagery — only lead that could change verdict | Search TX SOS for Bhalu Storage LLC formation date and registered agent to identify developer/sponsor,False,26INR0301,False,0,Bhalu Storage,ok,42,
False,False,False,0.8348260500000001,False,Verify Fullerton 138kV substation exact coordinates (OpenStreetMap/OSM overpass or ERCOT CRR nodal map) then re-run imagery with correct pin | Confirm developer parent behind BRP Trivor BESS LLC (Texas SOS entity search) — BRP entity family may have other active projects,False,23INR0279,False,0,Trivor BESS,ok,39,
False,True,False,1.0291727999999998,False,PUCT Interchange blocked (402) — retry IA search from a non-containerized environment; IA is the single most valuable document missing | Developer identity unconfirmed — Enfinity Global surfaced as possible developer of 425 MW Texas BESS pair; verify if Crios is one of those two projects,False,23INR0359,False,0,Crios BESS,ok,43,
False,True,False,0.9242765999999999,False,"PUCT Interchange IA retrieval — portal blocked (402) during triage; IA signed 2024-12-30 so document exists; extract POI page + milestone schedule | CDSE center chip at 29.0782,-96.2159 with fresh auth + clear-season date (winter 2025-2026) to confirm substation surroundings and any gravel pad prep",False,25INR0293,False,0,TOCE BESS 1,ok,42,
False,True,False,0.8762299499999999,False,"IA status: queue shows unsigned — check PUCT Interchange (manually, portal was 402-blocked) for any recent IA filing by Rocky Mountain Energy Development or Peregrine Energy Solutions | Developer track record: Peregrine/RMED's Millennium Energy Storage (25INR0431, Martin Co) is SUSPENDED — verify whether Les is similarly at risk",False,25INR0338,False,0,Les Energy Storage,ok,39,
False,False,False,0.9962568000000002,False,"Confirm whether BRP parent entity has other ERCOT/WECC projects under different LLC names — may indicate a real developer with thin paper trail | Configure CDSE credentials and run imagery at Loraine South substation (32.83°N, -100.72°W) — cheap check given compact BESS footprint",False,23INR0143,False,0,Sepik BESS,ok,47,
False,True,False,0.8644723500000003,True,Locate Vertus 1 site coordinates via GCAD parcel search or EIA Form 860 — Vertus 2 will likely be an adjacent parcel or expansion; use as imagery anchor | PUCT Interchange IA filings: search 26INR0333 (Vertus 1) for POI substation location details that carry over to project 2,False,28INR0490,True,0,Vertus Energy Storage 2,ok,38,
False,True,False,0.8517429,False,IA not signed — check PUCT Interchange (when accessible) for interconnection agreement filings under 'Lightning Ridge Energy Storage' or 'Lightning Ridge Storage LLC' | Developer identity unconfirmed — TX SOS entity search for 'Lightning Ridge Energy Storage LLC' and 'Lightning Ridge Storage LLC' to find parent company and principals,False,26INR0460,False,0,Lightning Ridge Energy Storage,ok,40,
False,True,False,0.7606571999999999,True,IA document: queue confirms signed 2025-09-15 but PUCT portal blocked (402) — retry PUCT via authenticated session or ERCOT GIS direct to get milestone schedule exhibit | Imagery: CDSE creds need configuration; re-run 3x3 grid at POI coords once auth resolved — BESS build could already be underway given IA age,True,27INR0085,False,0,Eagle Claw Energy Center,ok,33,
False,True,False,0.7971877500000002,True,"PUCT Control 35077 IA milestone schedule — portal blocked during triage, retrieve PDF for contractual COD and any CEII-redacted schedule exhibit | Confirm NextEra as developer — infrasure.ai attribution; check TX SOS for Diamondback Solar LLC registration and registered agent",True,20INR0162,True,0,Diamondback solar,ok,34,
True,True,False,1.0653654,True,PUCT Interchange IA filing for Oncor/Fewell Solar (2023-08-16) — retrieve milestone schedule exhibit; portal was 402-blocked during triage | Locate precise parcel/site coords via Ch.313 application to Groesbeck ISD (applicant BT Fewell Solar LLC) — application map should have site boundary,True,23INR0367,True,0,Fewell Solar,ok,50,
False,True,False,0.6889694999999999,True,PUCT Interchange blocked during triage — find IA filing by docket (search PUCT for 24INR0206 or 'Glasgow Solar' to get parties/POI page and milestone schedule exhibit) | Developer identity unknown — no LLC found via web; try TX SOS entity search directly for 'Glasgow Solar' and parent company lookup,True,24INR0206,False,0,Glasgow Solar,ok,36,
False,True,False,1.0436356500000001,True,"Locate EIA plant 64132 (Oak Hill-Dry Creek, 200 MW operational) coordinates to anchor site imagery — this is the predecessor/adjacent site | Developer is Oak Hill Solar II LLC (not Dry Creek Solar II LLC) — search PUCT Interchange under that name with authenticated session",False,27INR0488,True,0,Dry Creek Solar II,ok,46,
,True,,0.2514285,False,No IA signed after 6 years — check PUCT Interchange filings for pending IA or study-phase status | FIS requested 2020-05-28 but never approved — check if FIS study is still active or project is stalled,False,22INR0357,,0,Loma Pinta Solar,ok,15,
False,True,False,0.99831615,False,PUCT Interchange blocked (402) — manual search for IA filing under 'Legato BESS' or 'Crafton' needed | Developer identity unknown — no public web presence; TX SOS entity search for 'Legato BESS LLC' would confirm sponsor,False,25INR0184,False,0,Legato BESS,ok,39,
False,True,False,0.49795305,False,"IA status — FIS approved 2024-09-12, check if IA has been executed or is in negotiation via PUCT interchange (session-authenticated search) | Developer identity — project name yields no web footprint; TX SOS LLC search for 'Fortissimo BESS' needed",False,25INR0190,False,0,Fortissimo BESS,ok,28,
False,True,False,1.0591895999999996,False,"Confirm substation coordinates for Pleasant Valley Switch #1450 — imagery was centered on village centroid, not actual POI; re-run T6 once pinned | Check PUCT Interchange for IA filing — portal blocked during triage; IA expected within ~6-12 months given FIS approved 2025-03",False,26INR0472,False,0,Bologna BESS,ok,47,
False,True,False,1.0276215,True,Locate Killeen Switch 138kV substation precisely (ERCOT bus 3423) — tight 1-km chip to find BESS pad | Retrieve IA PDF from PUCT Interchange (iaSigned 2024-02-26 confirmed) — extract POI coords and milestone schedule,True,25INR0100,False,0,Goldeneye BESS,ok,42,
False,True,False,1.0117440000000002,True,"PUCT Interchange IA filing (portal was 402 this run) — retrieve schedule exhibit to confirm NTP conditions and milestone dates | Wider imagery sweep across Dickens County with reliable CDSE session — site candidate is POI-derived only, actual plant location unknown",False,23INR0089,False,0,Donegal Solar,ok,45,
False,True,False,1.0425754500000002,False,Locate 'Andrews County South 138kV' substation coordinates via ERCOT GIS or Oncor transmission maps to enable imagery run | Search PUCT Interchange via a session-authenticated browser for IA filing under 'Tucana BESS' or any alternate developer name,False,23INR0278,False,0,Tucana BESS,ok,40,
False,True,False,0.9790168500000003,False,Locate 'Pleasant Farms' / 'Pegasus South' 138kV substation coordinates via ERCOT transmission map or OpenInfraMap to enable imagery pass | Try PUCT Interchange with authenticated session — search FilingParty='Jasper BESS' and Description contains '25INR0144' — IA filing likely imminent given FIS approved Apr 2026,False,25INR0144,False,0,Jasper BESS,ok,40,
False,True,False,0.7321196999999998,False,IA execution: FIS approved 2026-04-14 — watch PUCT Interchange for IA filing (blocked during triage); if IA executes in next 6-12 months it would be the primary signal flip | Developer identity: no parent company or developer found for Seragio BESS LLC; LLC registration search (Texas SOS) could identify principals and financial backing,False,25INR0140,False,0,Seragio BESS,ok,34,
False,True,False,0.9928670999999999,False,PUCT Interchange: portal was 402-blocked; retry with direct docket search for 'Blue Heron BESS' and 'Manson' or 'Riverton' substation IA filings | Developer identity: no LLC registration or developer found in web sweep — Texas SOS entity search for 'Blue Heron BESS' may surface parent company,False,25INR0146,False,0,Blue Heron BESS,ok,42,
False,True,False,0.7139604000000002,True,"PUCT Interchange IA PDF (AEP Texas + Keys Hollow Solar, LLC, Nov 2024) — portal blocked at triage; retrieve milestone schedule exhibit and POI details | Precise site location — developer LLC address records, county appraisal district, or plat filings may yield parcel coordinates better than POI infrastructure proxy",True,24INR0065,False,0,Keys Hollow Solar Phase II SLF,ok,33,
False,True,False,0.8706145500000002,True,"IA confirmed in queue data (2024-10-29) but PUCT Interchange blocked — retrieve IA document for parties, POI detail, and milestone schedule | FIS never approved despite IA being signed — unusual; clarify study status in IA or ERCOT GIS notes",True,24INR0067,False,0,KEYS HOLLOW SOLAR SLF,ok,34,
False,True,False,0.7323154499999998,False,"PUCT Interchange was blocked (402) — search manually for IA filing under 'Stinger Energy Storage' or docket around 2024-2025 | CDSE credentials needed — once restored, run 3x3 chip grid at lat 30.0045 lon -95.0966 buffer-km 2 to check for site prep near Atascocita substation",False,26INR0343,False,0,Stinger Energy Storage,ok,37,
False,True,False,0.8124815999999999,False,"PUCT Interchange IA retrieval — portal blocked (402) during triage; IA signed 2026-02-03 per queue, PDF parties/schedule not captured | Developer identity — zero web presence found; LLC name 'Falcon Zapata Storage 138, LLC' unverified; TX SOS entity search not run",False,26INR0116,False,0,Falcon Zapata Storage 138,ok,35,
False,True,False,0.7972713000000001,False,PUCT Interchange: search FilingParty='Plant Road BESS' directly in browser (portal was 402/blocked this session) — IA filing is the single most valuable document | ODEHV substation coordinates: locate via ERCOT NOM data or Oncor service territory maps to enable imagery chip,False,27INR0343,False,0,Plant Road BESS,ok,35,
False,True,False,0.8666671499999999,True,"PUCT Control No. 35077 — retrieve IA PDF: confirm parties, POI, milestone schedule (not in this session due to 402 on all interchange.puc.texas.gov paths) | Queue iaSigned gap — queue through 2026-06-01 shows no iaSigned date despite reported IA execution 2025-06-19; verify whether queue data lag or different entity",True,26INR0215,False,0,JackGard BESS,ok,40,
False,True,False,0.9516199500000002,False,Resolve Westside (8485) / Weil Tract (8482) substation coordinates to enable imagery — try ERCOT NOM data or ArcGIS transmission layers | PUCT Interchange search requires browser session — check for IA filing or amendment under 'Barbara BESS' or developer name once FIS completes,False,28INR0437,False,0,Barbara BESS,ok,38,
False,True,False,1.0290463499999998,False,PUCT Interchange portal blocked (402) — retry from authenticated session to verify whether IA exists (Cascabel Wind Energy search surfaced one unverified IA document reference) | FAA OE/AAA portal (503) — retry for WTG filings in Zapata County to get precise turbine coordinates before any imagery pass,False,28INR0337,False,0,Barrosos Creek Wind 3,ok,49,
False,True,False,0.64817145,False,PUCT Interchange authenticated search for IA or FSA filing (portal blocked during triage) | FAA OE/AAA obstruction filings for Zapata County — exact turbine coordinates if turbines registered,False,28INR0338,False,0,Barrosos Creek Wind 4,ok,29,
False,True,False,1.11742665,True,"Developer identity: Las Crestas Wind Energy, LLC / Bordas Energy — verify via TX Comptroller taxable entity search and any press releases; bordasenergy.com was unreachable | PUCT Interchange: portal returned 402 throughout triage — retry with browser session to check for any IA or interconnection study filing under Corralitos Wind 3 or Las Crestas Wind Energy",False,28INR0339,True,0,Corralitos Wind 3,ok,52,
False,True,False,0.8373276000000001,False,"Locate Navigation + Cattlemen 138kV substations (ERCOT NTP shapefiles or AEP Texas maps) to get a site candidate, then run imagery | PUCT Interchange IA search requires a logged-in browser session — check manually for any filing under 'Johnson Grass Solar' or developer alias",False,27INR0348,False,0,Johnson Grass Solar,ok,37,
