abatement,cod_plausible,construction,cost_usd,deep_scan,focus,ia,inr,news,pins,project,status,turns,violations
True,True,False,1.04881845,True,"PUCT docket 35077 IA filing — portal was 402-blocked; retrieve IA PDF and extract milestone schedule exhibit to verify contractual COD | EIA-860 Plant ID 67700 — pull turbine-level coordinates for precise site candidate, then run imagery",True,20INR0155,True,0,Peyton Creek Wind II,ok,42,
False,False,False,1.1132584500000002,True,"Retrieve PUCT Interchange IA filing (signed 2025-07-28 confirmed in queue data) — PUCT auth blocked triage, IA PDF will have exact POI coords and milestone schedule | Identify developer/parent company — zero web presence found; Texas SOS LLC search for 'Duffy BESS LLC' should resolve developer and may surface affiliated projects",False,26INR0250,False,0,Duffy BESS,ok,44,
False,False,False,1.0221162,True,PUCT Interchange IA document retrieval (portal blocked during triage) — IA signed 2020-07-26; actual PDF needed for POI/schedule/parties | Site pinpoint via Wharton County CAD parcel search by owner 'Sbranch Solar LLC' — no pin obtained in T2,False,22INR0205,False,0,Sbranch Solar ,ok,45,
False,True,False,0.76973985,True,PUCT Interchange IA filing (control 35077) — retrieve POI/milestone schedule exhibit; PUCT was 402 in triage | Site coordinates — Jones County CAD records for Jones City Solar LLC parcels; needed to anchor imagery,True,20INR0241,True,0,Crowded Star Solar,ok,34,
False,False,False,1.0806481499999998,False,PUCT Interchange search (portal blocked during triage) — check if IA filing exists under alternate entity name | Verify Palmito substation precise coordinates and check adjacent parcels for land control / site control activity,False,26INR0008,False,0,Puerto Del Sol 1,ok,42,
False,True,False,0.7326500999999999,True,"Fix CDSE credentials and run imagery — queue data says construction started Dec 2024, site may already show completed panels; COD was 17 days ago so this could be fully online | Confirm IA document via PUCT Interchange — portal returned 402 during triage; IA signed 2024-05-21 per queue data, need schedule exhibit and POI confirmation",True,26INR0023,True,0,Leon Solar Park,ok,33,
False,False,False,0.9662791499999999,True,"Locate Old Hickory (OLD_HCKRY_5) 345 kV substation coordinates to enable targeted imagery | Retrieve IA document from PUCT Interchange (iaSigned=2020-06-30 in queue) — portal blocked during triage, try direct case search",False,20INR0236,False,0,New Hickory Solar,ok,38,
False,False,False,0.9867177000000003,False,Fix CDSE credentials and run imagery at Rock Island area to confirm no ground disturbance | Search TX SOS business registry for 'Pearl Crescent Solar LLC' to confirm developer and parent company,False,21INR0349,False,0,Pearl Crescent Solar,ok,38,
False,True,False,1.3509459,True,"Geolocate ANGSTROM 345kV substation (bus 8249, San Patricio County) — needed for imagery; try ERCOT NOM data, AEP Texas transmission maps, or TCEQ/PUCT CCN filings | Retrieve IA document from PUCT interchange (iaSigned=2023-05-16 in queue record) — search by Pintail Pass BESS LLC + date range 2023-04-01 to 2023-06-30",False,24INR0302,False,0,Pintail Pass BESS,ok,50,
False,False,False,0.8880022500000001,False,PUCT Interchange IA search once portal accessible — no IA in queue but may exist as a recent filing not yet reflected | Locate Natural Dam 138kV substation (ERCOT facility #23836) precise coordinates — enables tight imagery search,False,26INR0485,False,0,Prospector Energy Storage,ok,42,
False,True,False,1.0059991499999998,True,"IA signed date 2018-08-20 predates the INR (2022) — investigate whether this is a legacy IA, an amended agreement, or a data error; PUCT Interchange was blocked (402) so IA PDF not retrieved | PUCT Interchange portal blocked during triage — retry with direct docket search for FilingParty='Soda Lake BESS 1' or POI substation #76026 to find the IA and milestone schedule exhibit",False,23INR0501,False,0,Soda Lake BESS 1,ok,43,
False,False,False,1.3055392500000003,True,PUCT Interchange: retrieve IA filing (signed 2025-06-18) — PUCT returned 402 during triage; IA may contain milestone schedule exhibit and exact POI/parties confirming developer identity | Developer ID: no parent company surfaced; TX Comptroller taxable-entity search and TX SOS for 'Barton Branch IA LLC' to establish developer chain,False,22INR0504,False,0,Barton Branch IA,ok,57,
False,False,False,0.9624652500000002,True,"Locate Twin Oak / TNP One substation coordinates to enable imagery — try ERCOT nodal model files or PUCT CCN filings for the tap line | PUCT Interchange IA filing — IA signed 2025-01-13, document should exist; PUCT portal was 402-blocked during triage, retry with session auth",False,22INR0503,False,0,Tidwell Prairie II Batt,ok,40,
,,,0.8728668000000003,,,,23INR0318,,,Marcelina Storage ,ok,19,"triage_findings.json missing keys: ['signals', 'deep_scan_recommended', 'cod_first_look']; token budget exceeded: 112996 > 100000 (killed)"
False,False,False,1.2477065999999997,True,"Imagery at 12100 Hiram Clarke Rd (lat=29.6502, lon=-95.4466) — CDSE creds need refresh; battery pads should be visible if construction started | IA signed 2023-12-11 but no PDF in PUCT — search ERCOT GISR or direct ERCOT request for the signed IA and milestone schedule",True,22INR0558,False,0,Callisto II Energy Center,ok,53,
False,False,False,0.8148685499999998,False,"Verify parent company behind Charro Creek Solar LLC (foreign LLC, Austin TX address) — other 5 sibling ERCOT projects may share a developer identity worth tracking | Confirm no JETI application in Karnes County once JETI registry becomes searchable",False,26INR0070,False,0,Charro Creek Solar 2 SLF,ok,38,
False,False,False,0.7929223499999999,False,"PUCT Interchange IA search once portal access is available — no IA found but portal was 402-blocked | Fix CDSE credentials and run imagery near Pawnee TX (28.676, -97.972) to confirm no ground activity",False,26INR0072,False,0,Charro Creek Solar 3 SLF,ok,39,
False,False,False,0.8943658500000005,False,Identify developer/sponsor via TX SOS LLC search for 'Charro Creek Solar 1 SLF LLC' | Fix gmaps.py 429 rate-limit issue and retry delivery pin search,False,26INR0068,False,0,Charro Creek Solar 1 SLF,ok,44,
False,False,False,0.8360017499999999,False,"Configure CDSE credentials and run imagery around Santa Rosa substation (lat 26.26, lon -97.83, buffer 1-2 km) — battery site is compact and triage was blind | PUCT Interchange retry when portal is accessible — search FilingParty='Alexandrite Storage' for IA; absence would confirm paper-project status",False,24INR0381,False,0,Alexandrite Storage,ok,38,
False,False,False,0.9446551499999998,True,"PUCT Interchange IA retrieval — portal 402'd during triage; IA signed 2020-08-27 so a filing MUST exist — use authenticated session or PUCT docket search to find it, extract POI/schedule exhibit | Site pinpoint — no delivery pin (gmaps 429'd) and no abatement parcel; resolve TTRSW substation coordinates via ERCOT transmission maps or Oncor GIS to anchor imagery search in Lamar County",False,21INR0490,False,0,Samson Solar 2,ok,39,
False,False,False,0.9155248499999998,True,Confirm rename: 'Elan BESS' → 'Rock Rose' under Greenflash — check PUCT filings under both names and Greenflash Infrastructure as filing party | IA status: described as 'interconnection-ready' Oct 2025 but GIS queue shows no iaSigned through Jun 2026 — pull PUCT IA docket or ERCOT GIS supplement,False,25INR0372,True,0,Elan BESS,ok,39,
False,True,False,,True,"PUCT Interchange IA PDF: retrieve directly (session-authenticated browser) to confirm milestone schedule and construction NTP date | Imagery: CDSE creds need refresh — run cdse.py chip at Warda (30.055, -96.914) with --buffer-km 1 for compact BESS pad detection",True,25INR0189,False,0,Staccato BESS,ok,,
False,False,False,1.1133837,True,IA signed 2023-05-15 — retrieve PUCT Interchange filing to extract milestone schedule and counterparty (portal was 402-blocked in triage) | No construction start date in queue despite approved-for-sync 2025-04-01 — verify operational status vs still-in-queue discrepancy,True,24INR0031,False,0,Stoneridge Solar,ok,49,
False,False,False,0.84700215,False,"Confirm whether 16INR0081 is a legacy stale entry (original Duke/InfraRed ~2019 plant) vs. a NEW Mesteno Wind project under Deriva Energy with 590.5-ft tall towers — web mentions Deriva's 'fourth Starr County wind facility' which may be a new INR | Retrieve PUCT Interchange IA (2018-04-25 signed) to confirm capacity and POI, and check for any amendment filings under Deriva or new developer",True,16INR0081,True,0,Mesteno Wind,ok,35,
False,False,False,1.1074859999999997,True,"PUCT Interchange manual search (portal was 402-blocked): FilingParty and Description for 'Compadre Solar II' — IA likely filed there; retrieve schedule exhibit | Developer identity: zero web presence found; try Texas SOS entity search for 'Compadre Solar II LLC' directly, and look for parent company via ERCOT POI study documents",False,25INR0166,False,0,Compadre Solar II,ok,37,
False,True,,1.0081992,True,Read contact sheet + imagery to assess construction activity at Comanche Peak adjacency site | PUCT Interchange blocked (402) — try direct docket search or alternate tool for IA PDF and milestone schedule exhibit,True,25INR0231,True,0,Apache Hill BESS,ok,37,
False,True,False,,True,PUCT Interchange: FilingDescription=Yaupon Solar — JS-blocked during triage; retry with a browser-capable tool to find the Oncor or other TSP IA and extract POI + milestone schedule | TX Comptroller Ch.313 / JETI registry for Milam County — not checked; post-2022 projects may have JETI,False,24INR0042,False,0,Yaupon Solar SLF,ok,,
False,False,False,,True,"IA signed 2019-08-20 per queue — retrieve IA PDF from PUCT Interchange (currently blocked via web) for POI coordinates and milestone schedule | Resolve 'Nelson Switch 138kV 11273' in Andrews County to lat/lon, then run imagery to check for any site prep or construction",True,19INR0103,False,0,Rodeo Solar,ok,,
False,False,False,0.7991859000000001,True,"PUCT Interchange IA retrieval — iaSigned 2021-08-20 confirmed in queue; fetch the actual IA document for POI coords, developer name, and milestone schedule | Developer/owner identification — zero web presence; TX SOS entity search for 'Oystercatcher Solar LLC' to find parent company",False,21INR0362,False,0,Oystercatcher Solar,ok,29,
False,False,False,0.4674486,False,Retrieve IA from PUCT to confirm POI and extract milestone schedule | FAA OE/AAA search for turbine obstruction filings in La Salle County to get site coordinates,True,16INR0112,False,0,Loma Pinta Wind ,ok,16,
False,False,False,0.5453456999999999,True,IA signed 2023-07-27 — fetch PUCT Interchange Agreement to extract milestone schedule and contractual COD | ApprovedForEnergization 2026-06-22 with no construction start in GIS — verify whether this is a pre-energization approval or reporting lag,True,22INR0274,False,0,Crowded Star Solar II,ok,27,
False,True,False,0.9384937500000001,True,Locate New Gulch substation exact coords (ERCOT transmission map or AEP Texas facilities) to anchor BESS pad imagery | Re-run imagery with correct POI coords on cloud-free date — 7 BESS units should be visible as parallel container rows,True,24INR0306,True,0,Arroyo Storage,ok,45,
False,False,False,0.8370712499999999,False,Confirm ERCOT queue record cleanup — why no approvedForCommercialOperation date despite operational status since 2021 | Verify whether a different INR or split project exists that is NOT yet operational (capacity/scope check),False,18INR0031,True,0,Maryneal Wind,ok,37,
False,True,False,0.9588464999999997,True,"PUCT Interchange: search FilingParty='Azalea Springs Solar' via browser/Playwright — IA signed 2023-09-14 means an IA filing almost certainly exists; extract parties page and milestone-schedule exhibit | TX Comptroller Ch.313 / JETI: browser-render the Angelina County filter — project filed 2019, abatement application window 2019-2022 is plausible",False,19INR0110,False,0,Azalea Springs Solar ,ok,44,
False,False,False,1.1632410000000002,True,"IA signed 2023-10-26 — retrieve PUCT IA PDF (docket search via interchange.puc.texas.gov with authenticated session) for milestone schedule and POI/Meil station coordinates | Site pinning — CDSE imagery of US-90 corridor west of Uvalde (29.15-29.25°N, 99.85-100.05°W) once credentials configured; look for cleared land or panel rows",True,21INR0334,True,0,Nightfall Solar,ok,52,
False,True,False,1.1190684,True,"IA PDF via PUCT Interchange (iaSigned=2025-01-23 confirmed in queue) — retrieve parties, POI, and milestone schedule exhibit | Imagery: CDSE 401 needs credential fix; once working, 3×3 grid at ~31.05,-101.93 to confirm panel installation given energization approval",False,19INR0002,False,0,Grandfalls Solar,ok,47,
False,False,False,1.1853486,True,PUCT interchange IA PDF: retrieve parties/POI page and milestone-schedule exhibit (IA signed 2024-09-10 per queue) — portal was 402-blocked this pass | FAA OE/AAA filings: search for applicant 'Honey Mesquite' in Texas to get turbine coordinates — portal was 503-blocked this pass,True,26INR0447,False,0,Honey Mesquite Wind Farm,ok,46,
False,True,False,1.0585075499999999,True,IA exists (signed 2024-11-07 per ERCOT queue) but not retrieved — PUCT Interchange returned 402; try PUCT docket search via authenticated session or direct docket number lookup | Developer identity unknown — 'Houston IV BESS' naming suggests a series (Houston I-IV); identify the developer/sponsor behind the series for corporate + financing intel,False,24INR0584,False,0,Kegans BESS (Houston IV BESS),ok,44,
False,False,False,0.6160488,True,"Resolve commissioned vs. queue discrepancy: ercotqueue.com and renewablesnow say 'goes live' but ERCOT GIS has no approvedForCommercialOperation — pull ERCOT project details page and check energization/sync records | PUCT Interchange IA and any amendments: IA signed 2018-05-30, seek schedule exhibit for milestone history",False,15INR0064b,True,0,Harald (BearKat Wind B),ok,29,
False,False,False,1.05011085,True,"IA PDF retrieval from PUCT Interchange (iaSigned=2023-09-22 confirmed; portal blocked during triage) — extract parties, developer identity, and milestone schedule exhibit | Developer identity: no LLC or parent company name found anywhere; IA parties page is the highest-yield source",True,24INR0491,False,0,Gunnar BESS,ok,46,
False,False,False,0.9047974499999998,True,"IA signed 2024-08-20 — retrieve IA from PUCT Interchange (portal was 402-blocked during triage; try direct docket search for 'Crowned Heron' or RWE filings post-Aug 2024) to extract milestone schedule and energization conditions | CDSE credentials needed — run imagery at 29.484,-95.610 with --buffer-km 1 to detect BESS container pads adjacent to WA Parish substation; compare 2023 baseline vs 2025-2026",True,24INR0493,False,0,Crowned Heron BESS 2,ok,37,
False,True,False,1.1531305500000002,True,"Resolve site coordinates: 'Alamo St' 138kV substation / 16th Street Substation in Pecos County — try ERCOT transmission map, OpenInfraMap, or county appraisal district parcel search for Momentum Headcamp LLC | Confirm commercial operation: pull latest ERCOT GIS snapshot (post-June 2026) or ERCOT market notices for 23INR0401 commercial operation approval date",True,23INR0401,True,0,Headcamp Energy Storage Plant,ok,49,
False,True,False,0.30500879999999997,True,PUCT Interchange IA filing — pull milestone schedule exhibit; sync-approved Nov-2024 suggests construction complete | Imagery at Bell/Milam county boundary near POI bus 3687 — confirm panels installed,True,24INR0208,False,0,Eastbell Milam Solar II,ok,16,
True,False,False,1.1223292500000002,True,Confirm site coordinates — address from secondary source only; pull PUCT IA docket to get surveyed parcel map | PUCT Interchange IA filing (2021-02-02 signed) — retrieve milestone schedule exhibit to compare ERCOT queue COD vs. contractual schedule,True,21INR0421,True,0,Armadillo Solar ,ok,48,
False,True,False,0.98728395,True,"PUCT Interchange blocked (402) — try direct docket search for IA and milestone schedule exhibit | Exact TNMP Alvin 138kV substation coords needed — deep scan should resolve via EIA/HIFLD or TNMP service maps, then run tight imagery chip",True,25INR0706,True,0,Bocanova Power II,ok,45,
False,False,False,0.7451452500000001,True,"IA signed 2025-12-26 — retrieve IA PDF from PUCT Interchange (requires browser session; portal blocked during triage) to extract milestone schedule and POI station details | Refresh CDSE credentials and run imagery at SH-16 N / Lower Crabapple Rd centroid (~30.35N, 98.88W) to check for any ground disturbance",True,25INR0353,True,0,Marshall Spring Solar,ok,35,
False,False,False,1.0137951000000003,False,If any forward motion surfaces: check PUCT Interchange with authenticated session for IA filing under 'Charolais Storage LLC' or alternate developer name | Expand imagery grid to full 3×3 (auth token renewal needed) — check area NW of STP substation where a BESS pad would likely sit,False,23INR0168,False,0,Charolais Storage,ok,47,
False,False,False,1.0441029,True,IA signed 2025-12-26 — retrieve PUCT filing PDF (PUCT Interchange search by party 'Marshall Spring Storage') to extract milestone schedule exhibit and identify developer/EPC | Locate GILLES8 substation exact coordinates (EIA Form 860 or OpenInfraMap) then re-run imagery with fresh CDSE credentials to check for BESS pad activity,True,25INR0354,False,0,Marshall Spring Storage,ok,44,
False,True,,0.9248833499999999,True,PUCT Interchange IA filing (iaSigned=2023-09-07 confirmed in queue) — retrieve milestone schedule exhibit and POI/parties page to get exact site coordinates and developer identity | FAA OE/AAA obstruction filings for Stephens County wind turbines — will yield exact turbine coordinates and confirm construction status,True,21INR0240,False,0,La Casa Wind,ok,41,
False,False,False,0.8471692500000002,True,IA signed 2021-06-14 anomaly — pre-dates 26INR prefix by ~3 years; check for predecessor project (Millers Branch Solar I or II) in queue data and PUCT interchange | Gauss / Clear Crossing / QUASAR substation coords — resolve from ERCOT network maps to anchor imagery search to actual site,False,26INR0521,False,0,Millers Branch Solar III,ok,36,
False,False,False,0.80993355,False,"Verify developer: BT Wilson Storage LLC — search TX SOS for entity, any parent company or parent developer | PUCT Interchange direct search when portal accessible — look for IA or FIS filings under 'BT Wilson' not 'Dolomite Storage'",False,25INR0495,False,0,Dolomite Storage,ok,39,
False,True,False,0.96595125,True,COD lag: sync-approved 2025-08-27 but COD still 2026-08-15 — nearly 12 months gap; check ERCOT settlement/testing hold or meter dispute | IA date anomaly: iaSigned=2005-11-17 predates this INR; find the amended/restated IA for the repower under PUCT interchange (try 'Forest Creek Wind Farm' or 'RWE' as alternate filing party),True,25INR0578,True,0,Forest Creek Wind Repower,ok,44,
False,True,False,1.1579199000000004,True,"IA PDF via PUCT Interchange (portal returned 402 during triage — retry with browser/session; IA signed 2023-02-17 per queue, PDF will name parties, POI exact location, and schedule exhibit) | Developer Rio Lago Solar — confirm LLC registration (TX SOS), corporate structure, track record, other projects",False,23INR0078,True,0,Shaw Solar,ok,57,
False,True,False,1.2480284999999998,True,"IA document via PUCT Interchange (portal blocked at triage; IA known signed 2023-12-22 — retrieve PDF for parties, POI confirmation, and milestone schedule) | Starcke 138kV substation geolocation — ERCOT NOM bus-coordinate file or LCRA/GVEC transmission maps to pin the POI and enable imagery",False,24INR0313,False,0,Backbone Creek BESS,ok,46,
False,False,False,0.6400646999999997,True,"PUCT Interchange blocked in container — run from browser: search FilingParty=Grandslam Solar for IA document and milestone schedule exhibit | Texas Ch.313 / JETI abatement for Atascosa County — T5 not run, strong lead from T3 web sweep",False,21INR0391,False,0,Grandslam Solar,ok,20,
False,False,False,1.0460241,False,"Locate Burke_POI_8 138kV substation coordinates (ERCOT transmission maps, PUCT GIS layer) — needed before any imagery run is possible | Identify parent/sponsor behind Wagyu BESS LLC — no developer or financier surfaced; look in Texas SOS entity search and PUCT docket filings once portal access is restored",False,27INR0519,False,0,Wagyu BESS SLF,ok,37,
False,False,False,0.9636519000000001,True,"Retrieve IA from PUCT Interchange (authenticated session) — IA signed 2025-04-15 is confirmed by queue milestone but document not obtained; schedule exhibit will show milestone dates and penalties | Fix CDSE credentials and run 3x3 chip grid at 30.6076,-102.5813 to check for pad grading or container rows near Century Plant substation",True,24INR0455,True,0,Longfellow BESS II,ok,42,
